"nconst","primaryName","birthYear","deathYear","primaryProfession","knownForTitles","tconst","ordering","category.x","job","characters","averageRating","numVotes","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","age_at_filming","year_ceremony","ceremony","category.y","winner","oscar","yearly_avg_rating","overall_avg_rating","rating_score_plus_minus_1","rating_score_difference","earliest_oscar","rating_up_to_oscar_plus_minus_1","rating_up_to_oscar_difference","rating_after_oscar_plus_minus_1","rating_after_oscar_difference","career_rating_plus_minus_1","career_rating_difference","rating_up_to_50_plus_minus_1","rating_up_to_50_difference","oscars_received","earliest_film","last_film","better_career_in_50s_plus_minus_1","better_career_in_50s_difference","analysis_category_plus_minus_1","analysis_category_difference"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0051773",2,"actress",NA,"[""Anna Kalman""]",6.7,9387,"movie","Indiscreet","Indiscreet",0,1958,NA,100,"Comedy,Romance",43,NA,NA,NA,NA,0,6.33352380952381,5.9274488960145,1,0.366476190476191,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0051776",1,"actress",NA,"[""Gladys Aylward""]",7.2,5079,"movie","The Inn of the Sixth Happiness","The Inn of the Sixth Happiness",0,1958,NA,158,"Biography,Drama,War",43,NA,NA,NA,NA,0,6.33352380952381,5.9274488960145,1,0.866476190476191,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0054936",1,"actress",NA,"[""Paula Tessier""]",7,2834,"movie","Goodbye Again","Goodbye Again",0,1961,NA,120,"Drama,Romance",46,NA,NA,NA,NA,0,6.27148362235067,5.9274488960145,1,0.728516377649326,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0058724",1,"actress",NA,"[""Karla Zachanassian""]",7.4,1788,"movie","The Visit","The Visit",0,1964,NA,100,"Drama",49,NA,NA,NA,NA,0,6.30193321616872,5.9274488960145,1,1.09806678383128,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0059927",1,"actress",NA,"[""Gerda Millett""]",6.4,3645,"movie","The Yellow Rolls-Royce","The Yellow Rolls-Royce",0,1964,NA,122,"Comedy,Drama,Romance",49,NA,NA,NA,NA,0,6.30193321616872,5.9274488960145,1,0.0980667838312836,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0064117",2,"actress",NA,"[""Stephanie Dickinson""]",7.2,10952,"movie","Cactus Flower","Cactus Flower",0,1969,NA,104,"Comedy,Romance",54,NA,NA,NA,NA,0,6.11728045325779,5.9274488960145,1,1.08271954674221,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0065830",3,"self",NA,"[""Self""]",6.7,63,"movie","Langlois","Langlois",0,1970,NA,52,"Biography,Documentary",55,NA,NA,NA,NA,0,6.07823129251701,5.9274488960145,1,0.621768707482993,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0066542",1,"actress",NA,"[""Libby Meredith""]",6.1,878,"movie","A Walk in the Spring Rain","A Walk in the Spring Rain",0,1970,NA,98,"Drama,Romance",55,NA,NA,NA,NA,0,6.07823129251701,5.9274488960145,1,0.0217687074829929,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0070079",1,"actress",NA,"[""Mrs. Frankweiler""]",6.2,675,"movie","From the Mixed-Up Files of Mrs. Basil E. Frankweiler","From the Mixed-Up Files of Mrs. Basil E. Frankweiler",0,1973,NA,105,"Comedy,Drama,Family",58,NA,NA,NA,NA,0,6.02116336633663,5.9274488960145,1,0.178836633663367,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0071877",3,"actress",NA,"[""Greta""]",7.3,62475,"movie","Murder on the Orient Express","Murder on the Orient Express",0,1974,NA,128,"Crime,Drama,Mystery",59,NA,NA,NA,NA,0,6.06793193717277,5.9274488960145,1,1.23206806282723,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0074878",2,"actress",NA,"[""Contessa Sanziani""]",5.1,683,"movie","A Matter of Time","A Matter of Time",0,1976,NA,97,"Drama,Fantasy,Romance",61,NA,NA,NA,NA,0,6.03290322580645,5.9274488960145,-1,-0.932903225806452,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0077711",1,"actress",NA,"[""Charlotte Andergast""]",8.1,34378,"movie","Autumn Sonata","Höstsonaten",0,1978,NA,99,"Drama,Music",63,NA,NA,NA,NA,0,6.05694050991501,5.9274488960145,1,2.04305949008499,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt6720536",2,"self",NA,"[""Self""]",7.2,75,"movie","The Making of Autumn Sonata","The Making of Autumn Sonata",0,1978,NA,206,"Documentary",63,NA,NA,NA,NA,0,6.05694050991501,5.9274488960145,1,1.14305949008499,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000012","Bette Davis",1908,1989,"actress,soundtrack,make_up_department","tt0035140,tt0042192,tt0056687,tt0031210","tt0020875",3,"actress",NA,"[""Peggy Lowell""]",6.6,591,"movie","The Menace","The Menace",0,1932,NA,64,"Crime,Drama,Mystery",24,NA,NA,NA,NA,0,6.32837837837838,5.9274488960145,1,0.271621621621621,27,12,6.45286298676465,41,38.3813603172385,53,44.8342233040032,46,37.6800520975143,2,23,81,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000012","Bette Davis",1908,1989,"actress,soundtrack,make_up_department","tt0035140,tt0042192,tt0056687,tt0031210","tt0021636",3,"actress",NA,"[""Laura Madison""]",6.2,1343,"movie","Bad Sister","Bad Sister",0,1931,NA,68,"Drama",23,NA,NA,NA,NA,0,6.20106382978723,5.9274488960145,-1,-0.00106382978723385,27,12,6.45286298676465,41,38.3813603172385,53,44.8342233040032,46,37.6800520975143,2,23,81,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000012","Bette Davis",1908,1989,"actress,soundtrack,make_up_department","tt0035140,tt0042192,tt0056687,tt0031210","tt0022551",4,"actress",NA,"[""Mary Lucy""]",5.7,842,"movie","Way Back Home","Way Back Home",0,1931,NA,81,"Comedy,Drama,Music",23,NA,NA,NA,NA,0,6.20106382978723,5.9274488960145,-1,-0.501063829787234,27,12,6.45286298676465,41,38.3813603172385,53,44.8342233040032,46,37.6800520975143,2,23,81,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000012","Bette Davis",1908,1989,"actress,soundtrack,make_up_department","tt0035140,tt0042192,tt0056687,tt0031210","tt0022735",2,"actress",NA,"[""Madge Norwood""]",6.7,1710,"movie","The Cabin in the Cotton","The Cabin in the Cotton",0,1932,NA,78,"Drama",24,NA,NA,NA,NA,0,6.32837837837838,5.9274488960145,1,0.371621621621622,27,12,6.45286298676465,41,38.3813603172385,53,44.8342233040032,46,37.6800520975143,2,23,81,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000012","Bette Davis",1908,1989,"actress,soundtrack,make_up_department","tt0035140,tt0042192,tt0056687,tt0031210","tt0022802",2,"actress",NA,"[""Kay Russell""]",6.7,1301,"movie","The Dark Horse","The Dark Horse",0,1932,NA,75,"Comedy",24,NA,NA,NA,NA,0,6.32837837837838,5.9274488960145,1,0.371621621621622,27,12,6.45286298676465,41,38.3813603172385,53,44.8342233040032,46,37.6800520975143,2,23,81,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000012","Bette Davis",1908,1989,"actress,soundtrack,make_up_department","tt0035140,tt0042192,tt0056687,tt0031210","tt0022991",1,"actress",NA,"[""Peggy Gardner""]",5.8,1334,"movie","Hell's House","Hell's House",0,1932,NA,72,"Drama",24,NA,NA,NA,NA,0,6.32837837837838,5.9274488960145,-1,-0.528378378378378,27,12,6.45286298676465,41,38.3813603172385,53,44.8342233040032,46,37.6800520975143,2,23,81,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000012","Bette Davis",1908,1989,"actress,soundtrack,make_up_department","tt0035140,tt0042192,tt0056687,tt0031210","tt0023181",2,"actress",NA,"[""Grace Blair""]",6.8,1216,"movie","The Man Who Played God","The Man Who Played God",0,1932,NA,80,"Drama,Romance",24,NA,NA,NA,NA,0,6.32837837837838,5.9274488960145,1,0.471621621621622,27,12,6.45286298676465,41,38.3813603172385,53,44.8342233040032,46,37.6800520975143,2,23,81,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
